"Plot Title: Maninjau-UPT"
"#","Date Time, GMT+07:00","Pressure, mbar (LGR S/N: 10099914, SEN S/N: 1037130)","Temp, °C (LGR S/N: 10099914, SEN S/N: 10084152)","RH, % (LGR S/N: 10099914, SEN S/N: 10084152)","Wind Speed, m/s (LGR S/N: 10099914, SEN S/N: 10090367)","Gust Speed, m/s (LGR S/N: 10099914, SEN S/N: 10090367)","Solar Radiation, W/m² (LGR S/N: 10099914, SEN S/N: 10091900)","Wind Direction, ø (LGR S/N: 10099914, SEN S/N: 10093270)"
1,03/19/18 09:55:00 AM,957.750,28.493,82.300,0.76,2.01,645.6,120.7
2,03/19/18 10:00:00 AM,957.750,28.196,82.500,1.01,2.52,660.6,112.3
3,03/19/18 10:05:00 AM,957.750,28.518,82.200,0.25,1.76,504.4,109.5
4,03/19/18 10:10:00 AM,957.850,28.816,81.700,0.25,1.51,703.1,110.9
5,03/19/18 10:15:00 AM,957.850,29.190,80.600,1.01,2.01,750.6,115.1
6,03/19/18 10:20:00 AM,957.850,28.990,80.800,1.01,2.27,754.4,120.7
7,03/19/18 10:25:00 AM,957.750,29.265,80.600,1.01,2.52,763.1,113.7
8,03/19/18 10:30:00 AM,957.950,29.439,80.500,0.76,2.27,798.1,117.9
9,03/19/18 10:35:00 AM,957.950,29.065,81.500,1.01,1.76,773.1,120.7
10,03/19/18 10:40:00 AM,957.750,28.742,81.300,1.51,2.77,833.1,109.5
11,03/19/18 10:45:00 AM,957.750,28.841,82.400,1.76,3.02,783.1,103.9
12,03/19/18 10:50:00 AM,957.650,29.389,80.600,1.76,2.77,829.4,112.3
13,03/19/18 10:55:00 AM,957.650,29.840,79.100,1.51,2.52,811.9,112.3
14,03/19/18 11:00:00 AM,957.650,30.167,78.900,1.51,3.02,820.6,109.5
15,03/19/18 11:05:00 AM,957.650,30.091,78.300,0.76,3.02,816.9,129.2
16,03/19/18 11:10:00 AM,957.550,30.469,77.400,2.01,3.27,850.6,109.5
17,03/19/18 11:15:00 AM,957.250,30.621,78.400,1.76,3.78,853.1,106.7
18,03/19/18 11:20:00 AM,957.250,31.103,77.300,1.76,3.02,876.9,109.5
19,03/19/18 11:25:00 AM,957.350,31.306,74.900,0.50,2.27,870.6,99.7
20,03/19/18 11:30:00 AM,957.250,31.103,71.900,2.27,6.30,886.9,81.4
21,03/19/18 11:35:00 AM,957.050,31.077,73.400,1.76,3.02,895.6,96.9
22,03/19/18 11:40:00 AM,957.050,30.874,74.200,1.76,3.78,873.1,96.9
23,03/19/18 11:45:00 AM,957.050,31.714,71.300,1.51,3.27,933.1,77.2
24,03/19/18 11:50:00 AM,956.850,31.357,67.600,2.27,4.78,364.4,70.2
25,03/19/18 11:55:00 AM,956.850,31.255,69.100,2.52,4.78,729.4,80.0
26,03/19/18 12:00:00 PM,956.850,30.394,72.800,2.27,4.28,243.1,102.5
27,03/19/18 12:05:00 PM,956.750,29.464,75.400,1.51,3.02,181.9,112.3
28,03/19/18 12:10:00 PM,956.750,29.315,76.600,1.01,2.52,200.6,108.1
29,03/19/18 12:15:00 PM,956.750,29.365,76.300,1.76,3.27,615.6,98.3
30,03/19/18 12:20:00 PM,956.450,30.369,76.200,1.51,2.77,683.1,103.9
31,03/19/18 12:25:00 PM,956.450,30.824,74.100,1.76,3.02,829.4,96.9
32,03/19/18 12:30:00 PM,956.450,31.331,74.400,1.51,3.02,506.9,109.5
33,03/19/18 12:35:00 PM,956.350,31.561,73.000,1.76,3.27,349.4,103.9
34,03/19/18 12:40:00 PM,956.250,31.001,72.300,1.51,2.77,1024.4,108.1
35,03/19/18 12:45:00 PM,956.250,31.714,71.900,1.26,2.27,1006.9,113.7
36,03/19/18 12:50:00 PM,956.150,30.900,71.300,1.76,3.02,1094.4,122.1
37,03/19/18 12:55:00 PM,956.050,30.268,71.700,2.27,3.27,455.6,122.1
38,03/19/18 01:00:00 PM,956.050,31.357,71.200,1.51,2.52,988.1,123.5
39,03/19/18 01:05:00 PM,955.950,30.900,69.800,1.26,2.27,255.6,124.9
40,03/19/18 01:10:00 PM,955.950,30.444,71.300,0.50,2.27,256.9,126.4
41,03/19/18 01:15:00 PM,955.850,29.715,73.600,2.01,3.53,241.9,129.2
42,03/19/18 01:20:00 PM,955.850,29.365,75.700,2.77,4.28,265.6,126.4
43,03/19/18 01:25:00 PM,955.650,29.615,76.700,2.27,4.53,296.9,127.8
44,03/19/18 01:30:00 PM,955.450,29.389,78.600,2.52,4.28,279.4,120.7
45,03/19/18 01:35:00 PM,955.550,29.265,80.000,2.52,4.03,265.6,123.5
46,03/19/18 01:40:00 PM,955.250,29.715,80.700,2.52,4.03,980.6,123.5
47,03/19/18 01:45:00 PM,955.150,30.091,79.700,3.53,5.54,964.4,123.5
48,03/19/18 01:50:00 PM,955.250,30.192,79.200,3.53,5.04,1000.6,123.5
49,03/19/18 01:55:00 PM,955.250,29.215,78.100,3.78,6.30,363.1,122.1
50,03/19/18 02:00:00 PM,955.250,28.097,80.200,4.53,7.30,253.1,120.7
51,03/19/18 02:05:00 PM,955.050,27.112,83.500,5.79,8.81,188.1,123.5
52,03/19/18 02:10:00 PM,955.050,27.382,81.800,5.29,8.06,179.4,123.5
53,03/19/18 02:15:00 PM,955.050,27.702,80.400,4.03,7.05,259.4,124.9
54,03/19/18 02:20:00 PM,955.050,27.407,81.700,3.27,4.78,311.9,129.2
55,03/19/18 02:25:00 PM,955.150,28.072,81.200,2.27,4.53,313.1,132.0
56,03/19/18 02:30:00 PM,955.050,29.215,81.200,3.02,5.79,833.1,123.5
57,03/19/18 02:35:00 PM,955.050,30.091,78.600,1.26,3.02,681.9,126.4
58,03/19/18 02:40:00 PM,955.150,30.621,75.300,0.50,1.76,728.1,124.9
59,03/19/18 02:45:00 PM,955.250,30.571,75.000,1.26,4.03,300.6,168.5
60,03/19/18 02:50:00 PM,955.050,29.815,75.400,1.26,3.78,210.6,169.9
61,03/19/18 02:55:00 PM,955.050,27.998,77.300,2.01,4.03,419.4,143.2
62,03/19/18 03:00:00 PM,955.050,27.949,78.600,2.27,4.03,278.1,130.6
63,03/19/18 03:05:00 PM,954.850,28.493,78.200,0.76,2.77,193.1,130.6
64,03/19/18 03:10:00 PM,954.650,27.604,79.600,1.76,3.53,390.6,127.8
65,03/19/18 03:15:00 PM,954.450,28.742,80.200,1.51,2.77,616.9,124.9
66,03/19/18 03:20:00 PM,954.150,29.165,78.100,1.51,3.02,226.9,120.7
67,03/19/18 03:25:00 PM,954.150,27.850,78.600,1.76,3.27,106.9,112.3
68,03/19/18 03:30:00 PM,953.950,26.867,81.400,2.27,4.28,171.9,124.9
69,03/19/18 03:35:00 PM,953.950,27.628,83.800,2.27,4.03,389.4,160.0
70,03/19/18 03:40:00 PM,953.850,28.543,81.000,1.76,4.28,448.1,174.1
71,03/19/18 03:45:00 PM,953.850,29.565,76.800,1.51,3.27,498.1,167.1
72,03/19/18 03:50:00 PM,953.950,28.990,73.900,1.26,2.52,534.4,139.0
73,03/19/18 03:55:00 PM,954.150,28.444,76.800,1.51,3.78,490.6,126.4
74,03/19/18 04:00:00 PM,954.250,27.259,81.600,2.52,3.78,210.6,127.8
75,03/19/18 04:05:00 PM,954.250,28.295,83.200,2.01,4.53,570.6,137.6
76,03/19/18 04:10:00 PM,954.250,29.165,81.200,1.01,2.52,239.4,150.2
77,03/19/18 04:15:00 PM,954.450,27.825,81.100,1.76,3.02,228.1,130.6
78,03/19/18 04:20:00 PM,954.350,28.692,80.400,1.01,3.02,448.1,130.6
79,03/19/18 04:25:00 PM,954.350,28.990,80.600,1.76,3.02,476.9,140.4
80,03/19/18 04:30:00 PM,954.350,29.040,78.200,1.51,3.02,356.9,141.8
81,03/19/18 04:35:00 PM,954.350,28.568,80.400,2.52,3.78,416.9,129.2
82,03/19/18 04:40:00 PM,954.450,28.295,82.000,2.52,5.04,370.6,124.9
83,03/19/18 04:45:00 PM,954.450,28.097,82.900,2.27,4.03,285.6,122.1
84,03/19/18 04:50:00 PM,954.350,27.505,83.200,2.77,4.28,200.6,127.8
85,03/19/18 04:55:00 PM,954.350,27.776,83.000,2.27,3.27,204.4,123.5
86,03/19/18 05:00:00 PM,954.450,27.407,84.800,3.53,5.54,190.6,126.4
87,03/19/18 05:05:00 PM,954.550,27.235,85.700,2.77,5.04,111.9,123.5
88,03/19/18 05:10:00 PM,954.450,27.284,86.400,3.02,5.04,155.6,123.5
89,03/19/18 05:15:00 PM,954.350,27.308,84.500,2.52,4.28,143.1,127.8
90,03/19/18 05:20:00 PM,954.350,27.235,86.300,2.27,4.28,115.6,123.5
91,03/19/18 05:25:00 PM,954.550,27.186,86.900,2.77,4.53,139.4,123.5
92,03/19/18 05:30:00 PM,954.750,27.456,85.300,2.01,4.28,126.9,122.1
93,03/19/18 05:35:00 PM,954.650,27.014,85.700,2.27,3.78,81.9,127.8
94,03/19/18 05:40:00 PM,954.550,26.965,86.700,2.01,3.53,73.1,124.9
95,03/19/18 05:45:00 PM,954.450,27.038,86.000,1.26,2.77,58.1,116.5
96,03/19/18 05:50:00 PM,954.650,26.671,85.800,2.01,3.27,41.9,124.9
97,03/19/18 05:55:00 PM,954.650,26.622,86.300,1.76,3.27,25.6,124.9
98,03/19/18 06:00:00 PM,954.750,26.451,87.700,1.01,2.27,15.6,126.4
99,03/19/18 06:05:00 PM,954.950,26.353,88.100,1.26,2.27,11.9,132.0
100,03/19/18 06:10:00 PM,954.950,26.109,88.700,1.26,2.77,9.4,134.8
101,03/19/18 06:15:00 PM,954.950,25.987,88.500,1.01,1.76,6.9,141.8
102,03/19/18 06:20:00 PM,955.050,25.914,88.200,0.76,1.51,4.4,144.6
103,03/19/18 06:25:00 PM,955.050,25.744,90.000,0.25,1.01,4.4,144.6
104,03/19/18 06:30:00 PM,955.050,25.671,90.300,0.25,0.76,1.9,146.0
105,03/19/18 06:35:00 PM,954.950,25.623,90.900,0.25,1.01,0.6,146.0
106,03/19/18 06:40:00 PM,955.050,25.598,90.800,0.00,0.50,0.6,146.0
107,03/19/18 06:45:00 PM,954.950,25.525,91.300,0.00,0.76,0.6,146.0
108,03/19/18 06:50:00 PM,955.150,25.453,92.100,0.00,0.50,0.6,146.0
109,03/19/18 06:55:00 PM,955.250,25.331,93.200,0.00,0.25,0.6,146.0
110,03/19/18 07:00:00 PM,955.250,25.307,94.000,0.00,0.50,0.6,146.0
111,03/19/18 07:05:00 PM,955.350,25.283,93.700,0.00,0.00,0.6,146.0
112,03/19/18 07:10:00 PM,955.450,25.283,94.100,0.00,0.00,0.6,146.0
113,03/19/18 07:15:00 PM,955.550,25.137,94.700,0.00,1.01,0.6,146.0
114,03/19/18 07:20:00 PM,955.750,25.040,94.800,0.76,2.01,0.6,318.7
115,03/19/18 07:25:00 PM,955.850,25.016,94.500,0.00,0.76,0.6,318.7
116,03/19/18 07:30:00 PM,955.950,25.089,94.500,0.00,1.01,0.6,289.2
117,03/19/18 07:35:00 PM,956.150,25.355,93.800,0.00,0.76,0.6,280.8
118,03/19/18 07:40:00 PM,956.250,25.186,93.100,0.00,0.50,0.6,268.1
119,03/19/18 07:45:00 PM,956.150,25.089,93.300,0.00,0.76,0.6,269.6
120,03/19/18 07:50:00 PM,956.250,25.186,94.400,0.00,0.50,0.6,271.0
121,03/19/18 07:55:00 PM,956.350,24.992,94.900,0.25,1.01,0.6,269.6
122,03/19/18 08:00:00 PM,956.350,24.944,95.400,0.00,0.76,0.6,269.6
123,03/19/18 08:05:00 PM,956.350,24.847,95.600,0.00,0.00,0.6,269.6
124,03/19/18 08:10:00 PM,956.450,24.726,95.600,0.00,0.00,0.6,271.0
125,03/19/18 08:15:00 PM,956.550,24.847,95.700,0.00,0.00,0.6,271.0
126,03/19/18 08:20:00 PM,956.550,24.944,96.100,0.25,1.26,0.6,271.0
127,03/19/18 08:25:00 PM,956.650,24.944,95.200,0.50,1.51,0.6,275.2
128,03/19/18 08:30:00 PM,956.550,24.992,94.700,0.00,0.76,0.6,278.0
129,03/19/18 08:35:00 PM,956.650,25.040,94.600,0.00,0.76,0.6,280.8
130,03/19/18 08:40:00 PM,956.650,24.968,94.900,0.00,0.25,0.6,280.8
131,03/19/18 08:45:00 PM,956.550,24.944,94.600,0.00,0.00,0.6,280.8
132,03/19/18 08:50:00 PM,956.550,24.653,95.300,0.00,0.00,0.6,280.8
133,03/19/18 08:55:00 PM,956.650,24.557,96.100,0.00,0.00,0.6,279.4
134,03/19/18 09:00:00 PM,956.550,24.460,96.400,0.00,0.00,0.6,279.4
135,03/19/18 09:05:00 PM,956.650,24.436,96.300,0.00,1.01,0.6,278.0
136,03/19/18 09:10:00 PM,956.750,24.532,96.300,0.00,0.76,0.6,271.0
137,03/19/18 09:15:00 PM,956.850,24.750,96.000,0.00,0.76,0.6,271.0
138,03/19/18 09:20:00 PM,956.950,24.968,95.700,0.00,1.26,0.6,271.0
139,03/19/18 09:25:00 PM,956.950,25.016,95.100,1.01,2.27,0.6,311.7
140,03/19/18 09:30:00 PM,956.850,25.016,94.300,1.51,2.52,0.6,315.9
141,03/19/18 09:35:00 PM,956.950,25.040,94.000,0.25,1.51,0.6,313.1
142,03/19/18 09:40:00 PM,957.050,25.113,93.400,0.25,1.51,0.6,313.1
143,03/19/18 09:45:00 PM,957.150,25.186,93.400,0.00,0.25,0.6,313.1
144,03/19/18 09:50:00 PM,957.250,25.210,93.800,0.00,0.00,0.6,313.1
145,03/19/18 09:55:00 PM,957.250,25.186,93.900,0.00,1.01,0.6,313.1
146,03/19/18 10:00:00 PM,957.350,25.089,94.400,0.00,0.25,0.6,310.3
147,03/19/18 10:05:00 PM,957.450,24.968,94.300,0.00,0.50,0.6,259.7
148,03/19/18 10:10:00 PM,957.450,24.871,95.000,0.00,0.00,0.6,251.3
149,03/19/18 10:15:00 PM,957.650,24.847,94.700,0.00,0.00,0.6,251.3
150,03/19/18 10:20:00 PM,957.750,24.750,95.400,0.00,0.00,0.6,251.3
151,03/19/18 10:25:00 PM,957.850,24.508,96.400,0.50,1.26,0.6,251.3
152,03/19/18 10:30:00 PM,957.950,24.363,97.600,0.25,1.26,0.6,251.3
153,03/19/18 10:35:00 PM,957.950,24.339,98.300,0.50,1.26,0.6,258.3
154,03/19/18 10:40:00 PM,958.050,24.267,98.400,0.50,2.01,0.6,254.1
155,03/19/18 10:45:00 PM,958.050,24.219,98.900,0.50,1.76,0.6,249.9
156,03/19/18 10:50:00 PM,958.050,24.243,98.600,0.25,2.01,0.6,244.3
157,03/19/18 10:55:00 PM,958.050,24.243,98.800,0.00,0.50,0.6,242.9
158,03/19/18 11:00:00 PM,958.050,24.219,98.900,0.00,0.00,0.6,242.9
159,03/19/18 11:05:00 PM,958.050,24.267,98.600,0.00,0.76,0.6,242.9
160,03/19/18 11:10:00 PM,958.150,24.339,98.400,0.25,1.26,0.6,244.3
161,03/19/18 11:15:00 PM,958.050,24.315,98.800,0.00,1.01,0.6,249.9
162,03/19/18 11:20:00 PM,958.150,24.339,98.500,0.25,1.76,0.6,234.5
163,03/19/18 11:25:00 PM,958.150,24.388,98.500,0.00,1.01,0.6,234.5
164,03/19/18 11:30:00 PM,958.050,24.363,98.400,0.00,0.00,0.6,235.9
165,03/19/18 11:35:00 PM,957.950,24.460,98.300,0.00,0.00,0.6,237.3
166,03/19/18 11:40:00 PM,957.950,24.605,98.200,0.00,0.00,0.6,237.3
167,03/19/18 11:45:00 PM,957.750,24.388,98.400,0.25,1.26,0.6,247.1
168,03/19/18 11:50:00 PM,957.650,24.171,99.200,0.50,1.26,0.6,51.9
169,03/19/18 11:55:00 PM,957.550,23.881,100.000,0.00,1.01,0.6,47.7
170,03/20/18 12:00:00 AM,957.550,23.761,100.000,0.00,0.00,0.6,47.7
171,03/20/18 12:05:00 AM,957.550,23.761,100.000,0.00,0.00,0.6,47.7
172,03/20/18 12:10:00 AM,957.550,23.737,100.000,0.50,2.27,0.6,182.5
173,03/20/18 12:15:00 AM,957.750,23.713,100.000,0.25,1.76,0.6,189.5
174,03/20/18 12:20:00 AM,957.550,23.737,100.000,0.00,0.76,0.6,195.1
175,03/20/18 12:25:00 AM,957.450,23.689,100.000,0.00,0.25,0.6,214.8
176,03/20/18 12:30:00 AM,957.450,23.689,100.000,0.00,0.00,0.6,213.4
177,03/20/18 12:35:00 AM,957.350,23.785,100.000,0.00,0.00,0.6,209.2
178,03/20/18 12:40:00 AM,957.150,23.809,100.000,0.00,0.00,0.6,210.6
179,03/20/18 12:45:00 AM,956.950,23.665,100.000,0.00,0.00,0.6,213.4
180,03/20/18 12:50:00 AM,956.850,23.521,100.000,0.00,0.00,0.6,217.6
181,03/20/18 12:55:00 AM,956.750,23.472,100.000,0.00,0.00,0.6,217.6
182,03/20/18 01:00:00 AM,956.650,23.424,100.000,0.00,0.50,0.6,217.6
183,03/20/18 01:05:00 AM,956.750,23.352,100.000,0.00,0.76,0.6,207.8
184,03/20/18 01:10:00 AM,956.550,23.280,100.000,0.00,0.76,0.6,193.7
185,03/20/18 01:15:00 AM,956.550,23.232,100.000,0.00,0.00,0.6,192.3
186,03/20/18 01:20:00 AM,956.550,23.160,100.000,0.00,0.50,0.6,193.7
187,03/20/18 01:25:00 AM,956.450,23.256,100.000,0.00,0.76,0.6,202.2
188,03/20/18 01:30:00 AM,956.350,23.424,100.000,1.01,2.01,0.6,321.5
189,03/20/18 01:35:00 AM,956.350,23.400,100.000,0.00,1.26,0.6,321.5
190,03/20/18 01:40:00 AM,956.350,23.472,100.000,0.00,0.00,0.6,321.5
191,03/20/18 01:45:00 AM,956.150,23.521,100.000,0.00,0.00,0.6,321.5
192,03/20/18 01:50:00 AM,955.950,23.497,100.000,0.00,0.76,0.6,325.7
193,03/20/18 01:55:00 AM,955.850,23.545,99.900,0.00,0.00,0.6,327.1
194,03/20/18 02:00:00 AM,955.850,23.424,100.000,0.00,1.01,0.6,268.1
195,03/20/18 02:05:00 AM,955.750,23.232,100.000,0.00,1.01,0.6,235.9
196,03/20/18 02:10:00 AM,955.650,23.256,100.000,0.76,1.51,0.6,237.3
197,03/20/18 02:15:00 AM,955.650,23.112,100.000,0.00,0.00,0.6,237.3
198,03/20/18 02:20:00 AM,955.550,23.064,100.000,0.00,0.00,0.6,237.3
199,03/20/18 02:25:00 AM,955.650,22.944,100.000,0.00,0.00,0.6,237.3
200,03/20/18 02:30:00 AM,955.550,23.112,100.000,0.00,0.00,0.6,235.9
201,03/20/18 02:35:00 AM,955.650,23.160,100.000,0.00,0.76,0.6,248.5
202,03/20/18 02:40:00 AM,955.550,23.136,100.000,0.76,2.01,0.6,303.2
203,03/20/18 02:45:00 AM,955.450,23.184,100.000,0.00,1.01,0.6,325.7
204,03/20/18 02:50:00 AM,955.450,23.184,100.000,0.00,0.00,0.6,327.1
205,03/20/18 02:55:00 AM,955.450,23.136,100.000,0.00,0.00,0.6,327.1
206,03/20/18 03:00:00 AM,955.550,22.992,100.000,0.00,0.00,0.6,306.1
207,03/20/18 03:05:00 AM,955.550,22.896,100.000,0.00,0.00,0.6,285.0
208,03/20/18 03:10:00 AM,955.450,22.753,100.000,0.00,0.50,0.6,285.0
209,03/20/18 03:15:00 AM,955.450,22.681,100.000,0.00,0.00,0.6,285.0
210,03/20/18 03:20:00 AM,955.550,22.729,100.000,0.00,0.00,0.6,285.0
211,03/20/18 03:25:00 AM,955.650,22.705,100.000,0.00,0.00,0.6,283.6
212,03/20/18 03:30:00 AM,955.750,22.705,100.000,0.00,0.00,0.6,283.6
213,03/20/18 03:35:00 AM,955.850,22.705,100.000,0.00,0.00,0.6,283.6
214,03/20/18 03:40:00 AM,955.850,22.824,100.000,0.00,1.01,0.6,285.0
215,03/20/18 03:45:00 AM,955.850,22.968,100.000,0.00,1.51,0.6,287.8
216,03/20/18 03:50:00 AM,955.950,23.016,100.000,0.00,0.25,0.6,289.2
217,03/20/18 03:55:00 AM,955.850,23.160,100.000,0.00,0.00,0.6,289.2
218,03/20/18 04:00:00 AM,955.850,23.304,100.000,0.00,0.00,0.6,287.8
219,03/20/18 04:05:00 AM,955.850,23.160,100.000,0.00,0.00,0.6,287.8
220,03/20/18 04:10:00 AM,955.850,23.160,100.000,0.00,0.00,0.6,287.8
221,03/20/18 04:15:00 AM,955.750,23.112,100.000,0.00,0.00,0.6,287.8
222,03/20/18 04:20:00 AM,955.850,23.184,100.000,0.00,0.50,0.6,289.2
223,03/20/18 04:25:00 AM,955.850,23.256,100.000,0.00,0.00,0.6,287.8
224,03/20/18 04:30:00 AM,955.650,23.304,100.000,0.00,0.00,0.6,286.4
225,03/20/18 04:35:00 AM,955.750,23.352,100.000,0.00,0.50,0.6,286.4
226,03/20/18 04:40:00 AM,955.750,23.304,100.000,0.00,0.50,0.6,286.4
227,03/20/18 04:45:00 AM,955.950,23.328,100.000,0.00,0.00,0.6,286.4
228,03/20/18 04:50:00 AM,955.950,23.376,100.000,0.00,0.00,0.6,285.0
229,03/20/18 04:55:00 AM,955.950,23.376,100.000,0.00,0.00,0.6,280.8
230,03/20/18 05:00:00 AM,956.050,23.424,100.000,0.00,0.00,0.6,282.2
231,03/20/18 05:05:00 AM,956.050,23.376,100.000,0.25,1.01,0.6,283.6
232,03/20/18 05:10:00 AM,956.050,23.352,100.000,0.50,1.26,0.6,230.2
233,03/20/18 05:15:00 AM,955.950,23.424,100.000,0.25,1.51,0.6,235.9
234,03/20/18 05:20:00 AM,955.950,23.521,100.000,0.25,0.76,0.6,244.3
235,03/20/18 05:25:00 AM,955.950,23.689,100.000,0.00,1.26,0.6,272.4
236,03/20/18 05:30:00 AM,955.950,23.761,99.800,0.00,0.50,0.6,287.8
237,03/20/18 05:35:00 AM,956.050,23.785,99.500,0.00,0.00,0.6,289.2
238,03/20/18 05:40:00 AM,956.150,23.737,99.700,0.00,0.00,0.6,289.2
239,03/20/18 05:45:00 AM,956.150,23.809,99.900,0.00,1.01,0.6,287.8
240,03/20/18 05:50:00 AM,956.050,23.785,99.400,0.00,1.01,0.6,287.8
241,03/20/18 05:55:00 AM,956.150,23.761,99.800,0.00,0.25,0.6,287.8
242,03/20/18 06:00:00 AM,956.250,23.881,99.300,0.00,1.76,0.6,263.9
243,03/20/18 06:05:00 AM,956.450,24.050,97.900,2.52,5.04,0.6,124.9
244,03/20/18 06:10:00 AM,956.650,24.267,96.700,3.78,5.54,0.6,132.0
245,03/20/18 06:15:00 AM,956.750,24.243,97.100,3.02,5.04,0.6,126.4
246,03/20/18 06:20:00 AM,956.850,24.098,97.100,2.77,5.04,0.6,122.1
247,03/20/18 06:25:00 AM,956.950,24.074,97.300,2.52,5.04,0.6,112.3
248,03/20/18 06:30:00 AM,957.150,23.978,96.900,2.52,5.04,0.6,108.1
249,03/20/18 06:35:00 AM,957.250,23.905,96.900,2.52,6.80,0.6,108.1
250,03/20/18 06:40:00 AM,957.350,23.809,97.000,3.02,4.53,1.9,108.1
251,03/20/18 06:45:00 AM,957.350,23.785,97.100,2.52,4.28,1.9,110.9
252,03/20/18 06:50:00 AM,957.450,23.737,97.300,1.51,4.03,3.1,112.3
253,03/20/18 06:55:00 AM,957.550,23.737,97.200,0.76,3.02,4.4,116.5
254,03/20/18 07:00:00 AM,957.650,23.809,97.100,1.76,3.78,6.9,122.1
255,03/20/18 07:05:00 AM,957.550,23.930,97.100,1.51,3.27,8.1,112.3
256,03/20/18 07:10:00 AM,957.750,23.833,96.900,0.50,2.01,5.6,95.5
257,03/20/18 07:15:00 AM,957.850,23.689,97.200,0.00,1.01,10.6,89.9
258,03/20/18 07:20:00 AM,957.850,23.713,97.800,0.00,0.00,15.6,89.9
259,03/20/18 07:25:00 AM,957.950,23.689,97.600,0.00,0.76,18.1,88.4
260,03/20/18 07:30:00 AM,957.950,23.689,98.000,0.25,1.26,16.9,355.2
261,03/20/18 07:35:00 AM,958.050,23.665,98.300,1.01,1.76,15.6,244.3
262,03/20/18 07:40:00 AM,958.250,23.665,98.300,1.01,2.27,15.6,205.0
263,03/20/18 07:45:00 AM,958.350,23.521,98.700,1.76,4.03,19.4,181.1
264,03/20/18 07:50:00 AM,958.350,23.545,98.800,1.76,2.77,36.9,185.3
265,03/20/18 07:55:00 AM,958.350,23.569,99.100,1.26,2.27,49.4,185.3
266,03/20/18 08:00:00 AM,958.350,23.545,99.300,1.26,3.02,64.4,182.5
267,03/20/18 08:05:00 AM,958.350,23.521,99.300,0.76,2.01,85.6,192.3
268,03/20/18 08:10:00 AM,958.550,23.256,99.700,1.51,3.27,85.6,171.3
269,03/20/18 08:15:00 AM,958.750,23.232,100.000,0.76,2.52,89.4,171.3
270,03/20/18 08:20:00 AM,958.850,23.160,100.000,0.76,2.27,58.1,175.5
271,03/20/18 08:25:00 AM,958.850,23.136,100.000,0.25,1.26,34.4,172.7
272,03/20/18 08:30:00 AM,958.950,22.896,100.000,0.76,1.76,28.1,160.0
273,03/20/18 08:35:00 AM,959.250,22.753,100.000,1.01,2.01,24.4,171.3
274,03/20/18 08:40:00 AM,959.450,22.800,100.000,0.50,2.01,26.9,172.7
275,03/20/18 08:45:00 AM,959.550,22.800,100.000,1.26,3.27,40.6,140.4
276,03/20/18 08:50:00 AM,959.550,23.016,99.800,3.27,5.54,49.4,123.5
277,03/20/18 08:55:00 AM,959.650,22.824,99.600,4.53,8.56,64.4,120.7
278,03/20/18 09:00:00 AM,959.750,22.729,99.700,4.78,8.56,64.4,120.7
279,03/20/18 09:05:00 AM,959.850,22.633,99.900,4.78,6.55,36.9,123.5
280,03/20/18 09:10:00 AM,959.950,22.776,100.000,2.77,5.29,29.4,117.9
281,03/20/18 09:15:00 AM,959.950,22.776,100.000,2.01,5.04,36.9,120.7
282,03/20/18 09:20:00 AM,960.050,22.800,100.000,1.01,3.02,33.1,130.6
283,03/20/18 09:25:00 AM,960.250,22.753,99.800,0.50,1.76,39.4,141.8
284,03/20/18 09:30:00 AM,960.250,22.513,100.000,2.01,3.78,39.4,213.4
285,03/20/18 09:35:00 AM,960.250,21.915,100.000,2.27,4.03,48.1,244.3
286,03/20/18 09:40:00 AM,960.350,21.867,100.000,1.01,2.01,49.4,240.1
287,03/20/18 09:45:00 AM,960.150,21.795,100.000,1.01,2.01,56.9,280.8
288,03/20/18 09:50:00 AM,960.050,21.963,100.000,0.00,0.25,71.9,285.0
289,03/20/18 09:55:00 AM,959.950,22.154,100.000,0.00,0.50,80.6,282.2
290,03/20/18 10:00:00 AM,959.950,22.441,100.000,0.25,2.01,89.4,237.3
291,03/20/18 10:05:00 AM,959.950,22.465,100.000,0.50,1.26,99.4,207.8
292,03/20/18 10:10:00 AM,959.650,22.753,100.000,0.50,2.01,106.9,178.3
293,03/20/18 10:15:00 AM,959.650,22.705,100.000,1.51,3.27,111.9,154.4
294,03/20/18 10:20:00 AM,959.750,22.776,100.000,1.51,3.53,108.1,153.0
295,03/20/18 10:25:00 AM,959.650,22.992,100.000,1.01,2.27,110.6,162.9
296,03/20/18 10:30:00 AM,959.550,23.160,100.000,0.50,1.76,138.1,164.3
297,03/20/18 10:35:00 AM,959.450,23.256,100.000,0.76,2.01,159.4,168.5
298,03/20/18 10:40:00 AM,959.350,23.617,100.000,1.01,2.01,200.6,168.5
299,03/20/18 10:45:00 AM,959.250,23.857,100.000,1.51,2.52,233.1,175.5
300,03/20/18 10:50:00 AM,959.150,24.026,99.500,1.01,2.27,250.6,167.1
301,03/20/18 10:55:00 AM,958.950,24.074,98.500,0.76,2.01,248.1,164.3
302,03/20/18 11:00:00 AM,958.950,24.557,98.600,0.76,1.76,225.6,169.9
303,03/20/18 11:05:00 AM,958.850,24.460,97.100,0.76,2.27,214.4,167.1
304,03/20/18 11:10:00 AM,958.650,24.726,96.700,0.00,0.76,236.9,162.9
