"Plot Title: Maninjau-UPT"
"#","Date Time, GMT+07:00","Pressure, mbar (LGR S/N: 10099914, SEN S/N: 1037130)","Temp, °C (LGR S/N: 10099914, SEN S/N: 10084152)","RH, % (LGR S/N: 10099914, SEN S/N: 10084152)","Wind Speed, m/s (LGR S/N: 10099914, SEN S/N: 10090367)","Gust Speed, m/s (LGR S/N: 10099914, SEN S/N: 10090367)","Solar Radiation, W/m² (LGR S/N: 10099914, SEN S/N: 10091900)","Wind Direction, ø (LGR S/N: 10099914, SEN S/N: 10093270)"
2272,03/27/18 07:10:00 AM,958.950,21.604,100.000,0.00,0.00,51.9,224.6
2273,03/27/18 07:15:00 AM,958.950,21.795,100.000,0.00,0.00,59.4,224.6
2274,03/27/18 07:20:00 AM,958.950,22.011,100.000,0.00,0.00,69.4,224.6
2275,03/27/18 07:25:00 AM,958.950,22.226,100.000,0.00,0.00,80.6,224.6
2276,03/27/18 07:30:00 AM,958.950,22.561,100.000,0.00,0.00,94.4,224.6
2277,03/27/18 07:35:00 AM,958.950,22.872,99.800,0.00,0.00,110.6,224.6
2278,03/27/18 07:40:00 AM,958.950,23.208,99.300,0.00,0.00,133.1,224.6
2279,03/27/18 07:45:00 AM,958.950,23.617,97.800,0.00,0.00,196.9,224.6
2280,03/27/18 07:50:00 AM,959.050,24.002,96.200,0.00,0.00,214.4,224.6
2281,03/27/18 07:55:00 AM,959.050,24.629,93.700,0.00,0.00,209.4,224.6
2282,03/27/18 08:00:00 AM,958.950,24.677,91.200,0.00,0.00,230.6,224.6
2283,03/27/18 08:05:00 AM,959.050,25.234,91.000,0.00,0.50,255.6,223.2
2284,03/27/18 08:10:00 AM,959.150,25.623,89.100,0.00,0.00,225.6,224.6
2285,03/27/18 08:15:00 AM,959.150,25.355,86.700,0.00,0.00,230.6,224.6
2286,03/27/18 08:20:00 AM,959.250,25.428,88.000,0.00,0.25,321.9,224.6
2287,03/27/18 08:25:00 AM,959.350,25.331,88.100,0.00,0.25,290.6,224.6
2288,03/27/18 08:30:00 AM,959.350,24.895,87.900,0.00,1.01,244.4,205.0
2289,03/27/18 08:35:00 AM,959.450,25.404,88.400,0.00,0.50,483.1,179.7
2290,03/27/18 08:40:00 AM,959.450,26.426,86.000,0.00,1.01,505.6,181.1
2291,03/27/18 08:45:00 AM,959.250,25.914,85.100,0.25,1.51,366.9,169.9
2292,03/27/18 08:50:00 AM,959.250,25.647,86.200,0.25,1.26,450.6,148.8
2293,03/27/18 08:55:00 AM,959.350,25.550,85.800,0.00,1.26,279.4,147.4
2294,03/27/18 09:00:00 AM,959.250,25.453,86.300,0.00,0.76,293.1,150.2
2295,03/27/18 09:05:00 AM,959.250,25.331,86.600,0.00,0.76,241.9,150.2
2296,03/27/18 09:10:00 AM,959.250,25.307,86.700,0.00,1.26,220.6,148.8
2297,03/27/18 09:15:00 AM,959.250,25.283,86.600,0.00,0.76,284.4,148.8
2298,03/27/18 09:20:00 AM,959.350,25.744,86.100,0.00,1.01,258.1,148.8
2299,03/27/18 09:25:00 AM,959.350,25.234,85.800,0.00,1.01,239.4,147.4
2300,03/27/18 09:30:00 AM,959.450,25.258,86.900,0.00,0.76,244.4,146.0
2301,03/27/18 09:35:00 AM,959.450,25.283,87.100,0.25,1.01,268.1,146.0
2302,03/27/18 09:40:00 AM,959.550,25.793,86.300,0.00,0.76,293.1,141.8
2303,03/27/18 09:45:00 AM,959.450,25.890,85.400,0.00,0.76,308.1,120.7
2304,03/27/18 09:50:00 AM,959.450,25.793,85.200,0.00,1.01,319.4,120.7
2305,03/27/18 09:55:00 AM,959.450,26.134,85.300,0.00,0.25,308.1,120.7
2306,03/27/18 10:00:00 AM,959.350,25.525,85.000,0.00,0.76,276.9,120.7
2307,03/27/18 10:05:00 AM,959.250,25.477,85.700,0.25,1.01,260.6,120.7
2308,03/27/18 10:10:00 AM,959.250,25.768,85.900,0.00,1.01,278.1,120.7
2309,03/27/18 10:15:00 AM,959.150,26.012,85.800,0.00,1.26,335.6,120.7
2310,03/27/18 10:20:00 AM,959.150,26.353,84.500,0.00,1.01,374.4,120.7
2311,03/27/18 10:25:00 AM,959.250,26.769,84.100,0.00,0.76,593.1,120.7
2312,03/27/18 10:30:00 AM,959.150,27.850,82.800,0.25,1.26,700.6,120.7
2313,03/27/18 10:35:00 AM,959.050,28.072,81.000,0.76,2.01,720.6,119.3
2314,03/27/18 10:40:00 AM,959.150,28.122,81.000,0.50,1.76,794.4,119.3
2315,03/27/18 10:45:00 AM,959.050,28.221,80.700,1.01,2.52,788.1,71.6
2316,03/27/18 10:50:00 AM,959.050,28.394,80.600,0.50,1.76,743.1,60.4
2317,03/27/18 10:55:00 AM,959.050,28.295,80.800,0.76,2.01,634.4,59.0
2318,03/27/18 11:00:00 AM,958.950,28.171,80.700,0.50,1.76,746.9,63.2
2319,03/27/18 11:05:00 AM,958.950,28.394,81.300,1.01,2.77,918.1,64.6
2320,03/27/18 11:10:00 AM,958.850,28.147,80.900,1.01,1.76,875.6,64.6
2321,03/27/18 11:15:00 AM,958.850,28.642,80.800,0.76,2.01,806.9,63.2
2322,03/27/18 11:20:00 AM,958.950,28.866,79.500,0.76,2.01,819.4,56.2
2323,03/27/18 11:25:00 AM,958.750,29.165,78.000,0.25,2.01,761.9,56.2
2324,03/27/18 11:30:00 AM,958.550,28.916,77.900,1.01,2.01,858.1,61.8
2325,03/27/18 11:35:00 AM,958.550,28.171,78.000,0.76,2.01,661.9,64.6
2326,03/27/18 11:40:00 AM,958.550,27.702,78.800,1.01,2.52,450.6,64.6
2327,03/27/18 11:45:00 AM,958.550,27.604,80.700,1.01,2.01,389.4,63.2
2328,03/27/18 11:50:00 AM,958.450,27.776,81.800,0.76,2.01,394.4,60.4
2329,03/27/18 11:55:00 AM,958.550,27.727,80.700,0.76,2.01,426.9,57.6
2330,03/27/18 12:00:00 PM,958.550,27.899,79.600,0.50,1.76,443.1,61.8
2331,03/27/18 12:05:00 PM,958.350,28.221,76.600,0.25,1.51,444.4,63.2
2332,03/27/18 12:10:00 PM,958.350,28.245,75.100,0.25,1.51,409.4,63.2
2333,03/27/18 12:15:00 PM,958.350,28.097,74.900,0.00,1.01,396.9,59.0
2334,03/27/18 12:20:00 PM,958.250,27.998,74.000,0.00,1.01,389.4,59.0
2335,03/27/18 12:25:00 PM,958.050,27.579,72.100,0.50,1.76,371.9,61.8
2336,03/27/18 12:30:00 PM,958.050,27.751,73.800,0.25,1.26,355.6,61.8
2337,03/27/18 12:35:00 PM,958.050,27.875,73.400,0.00,1.26,344.4,61.8
2338,03/27/18 12:40:00 PM,958.050,28.122,74.300,0.00,1.51,335.6,61.8
2339,03/27/18 12:45:00 PM,958.050,27.998,74.100,0.25,1.01,330.6,61.8
2340,03/27/18 12:50:00 PM,957.850,27.604,75.100,0.00,1.01,323.1,61.8
2341,03/27/18 12:55:00 PM,957.850,27.628,75.700,0.00,1.26,303.1,61.8
2342,03/27/18 01:00:00 PM,957.850,27.604,74.600,0.25,1.26,294.4,61.8
2343,03/27/18 01:05:00 PM,957.750,27.949,75.100,0.00,0.50,290.6,61.8
2344,03/27/18 01:10:00 PM,957.650,27.850,73.200,0.00,1.01,301.9,61.8
2345,03/27/18 01:15:00 PM,957.550,27.850,72.000,0.00,0.76,313.1,61.8
2346,03/27/18 01:20:00 PM,957.450,27.949,71.100,0.00,0.25,319.4,61.8
2347,03/27/18 01:25:00 PM,957.450,27.949,70.800,0.00,0.25,321.9,61.8
2348,03/27/18 01:30:00 PM,957.450,28.147,70.500,0.25,1.26,319.4,61.8
2349,03/27/18 01:35:00 PM,957.250,28.221,69.300,0.00,0.25,313.1,61.8
2350,03/27/18 01:40:00 PM,957.150,28.270,68.900,0.00,0.00,301.9,61.8
2351,03/27/18 01:45:00 PM,957.050,28.245,67.200,0.00,0.50,285.6,61.8
2352,03/27/18 01:50:00 PM,956.950,28.171,68.200,0.00,0.76,270.6,61.8
2353,03/27/18 01:55:00 PM,956.850,27.801,69.600,0.00,1.01,259.4,60.4
2354,03/27/18 02:00:00 PM,956.850,27.776,70.400,0.00,0.25,254.4,60.4
2355,03/27/18 02:05:00 PM,956.750,27.776,72.100,0.00,0.50,250.6,60.4
2356,03/27/18 02:10:00 PM,956.750,27.628,73.000,0.00,0.50,248.1,60.4
2357,03/27/18 02:15:00 PM,956.650,27.875,71.800,0.00,0.00,246.9,60.4
2358,03/27/18 02:20:00 PM,956.550,27.924,71.500,0.00,0.00,245.6,61.8
2359,03/27/18 02:25:00 PM,956.450,27.949,71.900,0.00,0.25,246.9,61.8
2360,03/27/18 02:30:00 PM,956.350,28.097,71.000,0.00,0.00,249.4,61.8
2361,03/27/18 02:35:00 PM,956.250,27.875,71.500,0.00,0.76,253.1,60.4
2362,03/27/18 02:40:00 PM,956.150,27.875,72.500,0.00,0.50,256.9,60.4
2363,03/27/18 02:45:00 PM,956.150,27.974,73.000,0.00,0.50,256.9,61.8
2364,03/27/18 02:50:00 PM,956.050,28.048,72.600,0.25,1.01,256.9,61.8
2365,03/27/18 02:55:00 PM,955.950,28.171,73.200,0.00,1.51,260.6,61.8
2366,03/27/18 03:00:00 PM,955.950,28.320,74.200,0.00,1.26,269.4,60.4
2367,03/27/18 03:05:00 PM,955.850,28.245,74.300,0.00,0.76,278.1,60.4
2368,03/27/18 03:10:00 PM,955.750,28.221,75.400,0.00,1.01,286.9,60.4
2369,03/27/18 03:15:00 PM,955.650,27.899,76.000,0.00,0.50,291.9,60.4
2370,03/27/18 03:20:00 PM,955.650,28.196,77.300,0.00,1.01,293.1,61.8
2371,03/27/18 03:25:00 PM,955.550,27.481,77.400,0.50,1.51,289.4,60.4
2372,03/27/18 03:30:00 PM,955.450,28.023,77.100,0.00,0.00,284.4,63.2
2373,03/27/18 03:35:00 PM,955.450,28.147,76.800,0.00,0.76,279.4,63.2
2374,03/27/18 03:40:00 PM,955.450,28.369,76.600,0.00,0.00,281.9,63.2
2375,03/27/18 03:45:00 PM,955.450,28.766,75.500,0.00,0.00,278.1,63.2
2376,03/27/18 03:50:00 PM,955.450,28.617,75.700,0.00,0.00,271.9,63.2
2377,03/27/18 03:55:00 PM,955.450,28.196,75.200,0.00,0.50,263.1,63.2
2378,03/27/18 04:00:00 PM,955.450,28.196,76.500,0.00,0.25,250.6,61.8
2379,03/27/18 04:05:00 PM,955.450,28.245,77.300,0.00,0.50,235.6,61.8
2380,03/27/18 04:10:00 PM,955.350,28.048,77.000,0.00,0.00,223.1,61.8
2381,03/27/18 04:15:00 PM,955.450,28.245,78.000,0.00,0.25,208.1,61.8
2382,03/27/18 04:20:00 PM,955.350,28.221,78.300,0.00,0.25,185.6,61.8
2383,03/27/18 04:25:00 PM,955.450,27.653,78.800,0.50,2.01,156.9,66.0
2384,03/27/18 04:30:00 PM,955.350,27.284,80.700,1.01,2.52,124.4,85.6
2385,03/27/18 04:35:00 PM,955.450,26.867,82.300,1.01,2.52,106.9,78.6
2386,03/27/18 04:40:00 PM,955.450,26.744,82.600,0.50,2.01,98.1,74.4
2387,03/27/18 04:45:00 PM,955.550,26.891,83.300,0.00,1.51,91.9,74.4
2388,03/27/18 04:50:00 PM,955.650,26.720,83.400,0.76,1.51,99.4,73.0
2389,03/27/18 04:55:00 PM,955.850,26.769,84.200,0.25,1.76,99.4,75.8
2390,03/27/18 05:00:00 PM,955.850,26.695,85.300,0.76,2.01,95.6,73.0
2391,03/27/18 05:05:00 PM,955.850,26.549,85.900,1.51,2.77,89.4,67.4
2392,03/27/18 05:10:00 PM,955.850,26.426,86.200,1.51,3.27,81.9,68.8
2393,03/27/18 05:15:00 PM,955.950,26.378,85.600,1.26,3.02,75.6,67.4
2394,03/27/18 05:20:00 PM,955.950,26.475,85.600,0.25,1.26,68.1,67.4
2395,03/27/18 05:25:00 PM,956.150,26.524,86.000,0.00,1.01,56.9,68.8
2396,03/27/18 05:30:00 PM,956.150,26.598,86.100,0.00,0.50,51.9,68.8
2397,03/27/18 05:35:00 PM,956.250,26.573,85.700,0.00,0.50,49.4,68.8
2398,03/27/18 05:40:00 PM,956.250,26.500,86.500,0.00,0.00,44.4,68.8
2399,03/27/18 05:45:00 PM,956.150,26.378,86.200,0.00,1.01,38.1,68.8
2400,03/27/18 05:50:00 PM,956.150,26.329,86.000,0.00,0.00,31.9,68.8
2401,03/27/18 05:55:00 PM,956.250,26.304,87.500,0.00,0.50,30.6,68.8
2402,03/27/18 06:00:00 PM,956.250,26.109,88.500,0.00,1.01,28.1,68.8
2403,03/27/18 06:05:00 PM,956.250,25.939,89.300,0.00,0.50,23.1,68.8
2404,03/27/18 06:10:00 PM,956.350,25.793,89.600,0.00,0.00,15.6,68.8
2405,03/27/18 06:15:00 PM,956.250,25.671,90.500,0.00,0.00,9.4,68.8
2406,03/27/18 06:20:00 PM,956.350,25.598,91.000,0.00,0.00,5.6,70.2
2407,03/27/18 06:25:00 PM,956.450,25.404,92.300,0.25,1.51,1.9,95.5
2408,03/27/18 06:30:00 PM,956.450,25.258,93.200,0.25,1.51,1.9,148.8
2409,03/27/18 06:35:00 PM,956.450,25.186,93.400,0.00,0.76,0.6,150.2
2410,03/27/18 06:40:00 PM,956.650,25.137,93.500,0.00,0.76,0.6,150.2
2411,03/27/18 06:45:00 PM,956.650,25.016,94.100,0.00,0.50,0.6,150.2
2412,03/27/18 06:50:00 PM,956.750,24.919,94.700,0.00,0.76,0.6,150.2
2413,03/27/18 06:55:00 PM,956.850,24.823,94.700,0.00,0.76,0.6,150.2
2414,03/27/18 07:00:00 PM,956.850,24.823,94.500,0.25,1.51,0.6,150.2
2415,03/27/18 07:05:00 PM,956.850,24.702,95.100,0.50,2.01,0.6,150.2
2416,03/27/18 07:10:00 PM,956.750,24.629,95.100,0.00,0.25,0.6,150.2
2417,03/27/18 07:15:00 PM,956.850,24.581,95.800,0.00,0.00,0.6,150.2
2418,03/27/18 07:20:00 PM,956.950,24.388,95.900,0.25,1.01,0.6,150.2
2419,03/27/18 07:25:00 PM,956.950,24.267,95.900,0.00,0.00,0.6,150.2
2420,03/27/18 07:30:00 PM,956.950,24.243,96.300,0.00,0.76,0.6,150.2
2421,03/27/18 07:35:00 PM,957.050,24.243,95.600,0.00,1.01,0.6,150.2
2422,03/27/18 07:40:00 PM,957.150,24.267,95.200,0.00,0.76,0.6,151.6
2423,03/27/18 07:45:00 PM,957.150,24.388,94.400,0.00,1.01,0.6,151.6
2424,03/27/18 07:50:00 PM,957.250,24.315,94.500,0.00,0.25,0.6,151.6
2425,03/27/18 07:55:00 PM,957.350,24.243,95.000,0.00,0.25,0.6,151.6
2426,03/27/18 08:00:00 PM,957.450,24.243,95.400,0.00,0.00,0.6,151.6
2427,03/27/18 08:05:00 PM,957.550,24.243,95.500,0.00,0.00,0.6,150.2
2428,03/27/18 08:10:00 PM,957.550,24.195,95.300,0.00,0.00,0.6,151.6
2429,03/27/18 08:15:00 PM,957.650,24.243,94.800,0.00,0.00,0.6,151.6
2430,03/27/18 08:20:00 PM,957.750,24.267,94.100,0.00,0.00,0.6,151.6
2431,03/27/18 08:25:00 PM,957.950,24.388,92.800,0.00,0.00,0.6,151.6
2432,03/27/18 08:30:00 PM,958.050,24.388,93.500,0.00,0.00,0.6,151.6
2433,03/27/18 08:35:00 PM,958.050,24.195,93.600,0.00,0.00,0.6,151.6
2434,03/27/18 08:40:00 PM,958.150,24.243,94.000,0.00,0.50,0.6,151.6
2435,03/27/18 08:45:00 PM,958.250,24.291,94.300,0.00,0.50,0.6,151.6
2436,03/27/18 08:50:00 PM,958.350,24.219,94.500,0.00,0.25,0.6,151.6
2437,03/27/18 08:55:00 PM,958.450,24.171,94.400,0.00,0.00,0.6,151.6
2438,03/27/18 09:00:00 PM,958.450,24.195,94.100,0.00,0.00,0.6,151.6
2439,03/27/18 09:05:00 PM,958.450,24.219,94.300,0.00,0.25,0.6,151.6
2440,03/27/18 09:10:00 PM,958.550,24.219,94.800,0.50,1.76,0.6,151.6
2441,03/27/18 09:15:00 PM,958.650,24.291,94.300,0.76,2.27,0.6,230.2
2442,03/27/18 09:20:00 PM,958.650,24.339,94.400,0.50,1.76,0.6,240.1
2443,03/27/18 09:25:00 PM,958.650,24.339,94.400,0.76,1.76,0.6,238.7
2444,03/27/18 09:30:00 PM,958.650,24.243,94.600,0.50,1.76,0.6,235.9
2445,03/27/18 09:35:00 PM,958.750,24.098,94.800,0.00,0.25,0.6,237.3
2446,03/27/18 09:40:00 PM,958.850,23.857,95.900,0.00,0.00,0.6,238.7
2447,03/27/18 09:45:00 PM,958.950,23.737,96.600,0.00,0.25,0.6,238.7
2448,03/27/18 09:50:00 PM,959.050,23.833,96.500,0.00,0.00,0.6,238.7
2449,03/27/18 09:55:00 PM,959.150,23.737,96.300,0.00,0.00,0.6,238.7
2450,03/27/18 10:00:00 PM,959.150,23.713,96.500,0.00,0.00,0.6,238.7
2451,03/27/18 10:05:00 PM,959.150,23.809,97.200,0.00,0.00,0.6,238.7
2452,03/27/18 10:10:00 PM,959.250,23.881,97.200,0.00,0.76,0.6,238.7
2453,03/27/18 10:15:00 PM,959.250,23.905,97.100,0.00,0.25,0.6,238.7
2454,03/27/18 10:20:00 PM,959.250,23.857,97.100,0.00,0.00,0.6,238.7
2455,03/27/18 10:25:00 PM,959.250,23.785,97.300,0.00,0.00,0.6,238.7
2456,03/27/18 10:30:00 PM,959.250,23.881,97.700,0.00,0.00,0.6,228.8
2457,03/27/18 10:35:00 PM,959.350,23.881,97.900,0.00,0.25,0.6,228.8
2458,03/27/18 10:40:00 PM,959.350,23.761,98.100,0.00,1.01,0.6,228.8
2459,03/27/18 10:45:00 PM,959.350,23.785,97.900,0.50,1.51,0.6,228.8
2460,03/27/18 10:50:00 PM,959.350,23.833,97.200,0.25,1.26,0.6,227.4
2461,03/27/18 10:55:00 PM,959.350,23.689,97.500,0.00,0.50,0.6,227.4
2462,03/27/18 11:00:00 PM,959.350,23.593,97.900,0.00,0.00,0.6,227.4
2463,03/27/18 11:05:00 PM,959.450,23.521,97.900,0.00,0.00,0.6,227.4
2464,03/27/18 11:10:00 PM,959.450,23.424,97.900,0.00,0.00,0.6,228.8
2465,03/27/18 11:15:00 PM,959.450,23.328,98.200,0.00,0.50,0.6,228.8
2466,03/27/18 11:20:00 PM,959.350,23.256,98.500,0.00,0.50,0.6,227.4
2467,03/27/18 11:25:00 PM,959.350,23.208,98.900,0.00,0.76,0.6,227.4
2468,03/27/18 11:30:00 PM,959.350,23.208,99.300,0.00,0.00,0.6,227.4
2469,03/27/18 11:35:00 PM,959.350,23.304,99.500,0.00,0.25,0.6,227.4
2470,03/27/18 11:40:00 PM,959.350,23.400,99.600,0.00,0.25,0.6,228.8
2471,03/27/18 11:45:00 PM,959.250,23.497,99.100,0.00,0.50,0.6,228.8
2472,03/27/18 11:50:00 PM,959.250,23.545,98.900,0.00,0.00,0.6,228.8
2473,03/27/18 11:55:00 PM,959.250,23.521,98.700,0.25,0.76,0.6,228.8
2474,03/28/18 12:00:00 AM,959.250,23.689,98.700,0.00,0.76,0.6,228.8
2475,03/28/18 12:05:00 AM,959.250,23.737,98.600,0.00,0.50,0.6,228.8
2476,03/28/18 12:10:00 AM,959.250,23.785,98.300,0.00,1.01,0.6,228.8
2477,03/28/18 12:15:00 AM,959.150,23.665,98.400,0.00,1.01,0.6,228.8
2478,03/28/18 12:20:00 AM,959.150,23.521,98.700,0.00,0.00,0.6,228.8
2479,03/28/18 12:25:00 AM,959.050,23.497,99.100,0.00,0.25,0.6,228.8
2480,03/28/18 12:30:00 AM,959.050,23.400,99.400,0.00,0.00,0.6,228.8
2481,03/28/18 12:35:00 AM,959.050,23.352,99.500,0.00,0.50,0.6,228.8
2482,03/28/18 12:40:00 AM,958.950,23.400,99.400,0.00,1.01,0.6,228.8
2483,03/28/18 12:45:00 AM,958.850,23.497,99.000,0.00,0.76,0.6,228.8
2484,03/28/18 12:50:00 AM,958.850,23.545,98.700,0.00,0.00,0.6,228.8
2485,03/28/18 12:55:00 AM,958.750,23.713,98.300,0.00,0.25,0.6,228.8
2486,03/28/18 01:00:00 AM,958.650,23.809,96.900,0.00,1.01,0.6,228.8
2487,03/28/18 01:05:00 AM,958.450,23.737,97.200,0.00,0.76,0.6,221.8
2488,03/28/18 01:10:00 AM,958.450,24.002,96.500,0.50,3.02,0.6,141.8
2489,03/28/18 01:15:00 AM,958.350,24.074,95.200,1.01,2.27,0.6,108.1
2490,03/28/18 01:20:00 AM,958.350,23.954,95.700,0.00,0.76,0.6,112.3
2491,03/28/18 01:25:00 AM,958.350,24.002,95.200,0.25,1.51,0.6,110.9
2492,03/28/18 01:30:00 AM,958.250,23.857,95.500,1.01,2.27,0.6,122.1
2493,03/28/18 01:35:00 AM,958.250,23.881,96.100,0.25,1.26,0.6,127.8
2494,03/28/18 01:40:00 AM,958.150,24.098,95.100,0.76,2.77,0.6,133.4
2495,03/28/18 01:45:00 AM,958.150,24.098,94.600,0.00,1.26,0.6,147.4
2496,03/28/18 01:50:00 AM,958.050,24.098,94.600,0.00,0.00,0.6,147.4
2497,03/28/18 01:55:00 AM,957.950,24.026,94.600,0.00,0.25,0.6,147.4
2498,03/28/18 02:00:00 AM,957.950,23.978,95.000,0.00,0.00,0.6,147.4
2499,03/28/18 02:05:00 AM,957.950,23.954,95.300,0.00,0.00,0.6,147.4
2500,03/28/18 02:10:00 AM,957.950,24.026,94.500,0.00,0.00,0.6,147.4
2501,03/28/18 02:15:00 AM,957.850,24.074,94.800,0.00,0.76,0.6,146.0
2502,03/28/18 02:20:00 AM,957.750,24.074,94.200,0.00,0.00,0.6,146.0
2503,03/28/18 02:25:00 AM,957.750,23.905,94.700,0.00,0.00,0.6,146.0
2504,03/28/18 02:30:00 AM,957.750,23.833,95.300,0.50,2.52,0.6,132.0
2505,03/28/18 02:35:00 AM,957.650,23.954,94.100,1.51,3.27,0.6,106.7
2506,03/28/18 02:40:00 AM,957.650,23.809,94.400,0.25,1.76,0.6,117.9
2507,03/28/18 02:45:00 AM,957.650,23.761,94.600,0.00,1.01,0.6,120.7
2508,03/28/18 02:50:00 AM,957.650,24.002,93.700,0.76,2.27,0.6,88.4
2509,03/28/18 02:55:00 AM,957.650,23.833,93.700,0.00,0.76,0.6,89.9
2510,03/28/18 03:00:00 AM,957.550,23.809,93.700,0.00,1.01,0.6,89.9
2511,03/28/18 03:05:00 AM,957.550,23.713,94.000,0.00,0.25,0.6,89.9
2512,03/28/18 03:10:00 AM,957.550,23.665,94.600,0.00,1.01,0.6,89.9
2513,03/28/18 03:15:00 AM,957.550,23.569,94.400,0.00,0.76,0.6,89.9
2514,03/28/18 03:20:00 AM,957.550,23.400,95.200,0.00,0.00,0.6,89.9
2515,03/28/18 03:25:00 AM,957.550,23.352,95.700,0.25,2.01,0.6,122.1
2516,03/28/18 03:30:00 AM,957.550,23.521,95.400,0.76,2.01,0.6,310.3
2517,03/28/18 03:35:00 AM,957.550,23.472,94.400,0.25,1.26,0.6,15.4
2518,03/28/18 03:40:00 AM,957.450,23.304,95.000,0.25,1.01,0.6,15.4
2519,03/28/18 03:45:00 AM,957.450,22.992,95.600,0.25,1.51,0.6,15.4
2520,03/28/18 03:50:00 AM,957.350,22.800,97.000,0.25,1.01,0.6,15.4
2521,03/28/18 03:55:00 AM,957.450,22.705,96.800,0.25,1.01,0.6,15.4
2522,03/28/18 04:00:00 AM,957.450,22.561,97.400,0.25,1.26,0.6,15.4
2523,03/28/18 04:05:00 AM,957.550,22.417,97.900,0.50,1.51,0.6,15.4
2524,03/28/18 04:10:00 AM,957.450,22.537,97.200,0.25,1.51,0.6,26.7
2525,03/28/18 04:15:00 AM,957.550,22.441,97.400,0.00,0.00,0.6,29.5
2526,03/28/18 04:20:00 AM,957.550,22.298,98.300,0.00,1.01,0.6,29.5
2527,03/28/18 04:25:00 AM,957.550,22.441,97.100,0.00,1.01,0.6,32.3
2528,03/28/18 04:30:00 AM,957.650,22.465,97.100,0.00,1.01,0.6,33.7
2529,03/28/18 04:35:00 AM,957.650,22.345,97.300,0.76,1.51,0.6,35.1
2530,03/28/18 04:40:00 AM,957.550,22.274,97.800,0.50,1.26,0.6,29.5
2531,03/28/18 04:45:00 AM,957.450,22.250,98.000,0.25,0.76,0.6,32.3
2532,03/28/18 04:50:00 AM,957.550,22.465,97.400,0.00,0.76,0.6,32.3
2533,03/28/18 04:55:00 AM,957.650,22.489,96.600,0.00,0.76,0.6,33.7
2534,03/28/18 05:00:00 AM,957.650,22.393,97.300,0.00,0.00,0.6,30.9
2535,03/28/18 05:05:00 AM,957.650,22.369,97.300,0.00,0.00,0.6,30.9
2536,03/28/18 05:10:00 AM,957.650,22.321,97.800,0.00,0.00,0.6,30.9
2537,03/28/18 05:15:00 AM,957.550,22.274,98.000,0.00,0.00,0.6,30.9
2538,03/28/18 05:20:00 AM,957.550,22.250,98.400,0.00,0.00,0.6,32.3
2539,03/28/18 05:25:00 AM,957.450,22.250,98.800,0.00,0.76,0.6,26.7
2540,03/28/18 05:30:00 AM,957.450,22.274,98.800,0.00,0.50,0.6,23.9
2541,03/28/18 05:35:00 AM,957.450,22.345,98.100,0.00,0.00,0.6,26.7
2542,03/28/18 05:40:00 AM,957.650,22.274,98.700,0.00,0.00,0.6,26.7
2543,03/28/18 05:45:00 AM,957.550,22.202,99.000,0.00,0.00,0.6,26.7
2544,03/28/18 05:50:00 AM,957.650,22.226,99.400,0.00,0.00,0.6,26.7
2545,03/28/18 05:55:00 AM,957.750,22.250,99.600,0.00,0.00,0.6,26.7
2546,03/28/18 06:00:00 AM,957.750,22.274,99.300,0.00,0.00,0.6,26.7
2547,03/28/18 06:05:00 AM,957.850,22.226,99.100,0.00,0.00,0.6,26.7
2548,03/28/18 06:10:00 AM,957.850,22.130,98.900,0.00,0.00,0.6,26.7
2549,03/28/18 06:15:00 AM,957.850,22.034,99.000,0.00,0.00,0.6,26.7
2550,03/28/18 06:20:00 AM,957.950,21.867,99.100,0.00,0.00,1.9,26.7
2551,03/28/18 06:25:00 AM,958.050,21.772,99.600,0.00,0.00,3.1,25.3
2552,03/28/18 06:30:00 AM,958.150,21.700,99.900,0.00,0.00,4.4,26.7
2553,03/28/18 06:35:00 AM,958.150,21.724,100.000,0.00,0.00,6.9,28.1
2554,03/28/18 06:40:00 AM,958.250,21.772,99.800,0.00,0.00,8.1,26.7
2555,03/28/18 06:45:00 AM,958.250,21.795,99.800,0.00,0.00,10.6,26.7
2556,03/28/18 06:50:00 AM,958.350,21.795,100.000,0.00,0.00,11.9,25.3
2557,03/28/18 06:55:00 AM,958.450,21.819,100.000,0.00,0.00,15.6,26.7
2558,03/28/18 07:00:00 AM,958.550,21.987,100.000,0.00,0.00,25.6,26.7
2559,03/28/18 07:05:00 AM,958.550,22.226,99.200,0.00,0.00,29.4,28.1
2560,03/28/18 07:10:00 AM,958.650,22.274,98.900,0.00,0.00,44.4,26.7
2561,03/28/18 07:15:00 AM,958.750,22.585,98.600,0.00,0.00,61.9,26.7
2562,03/28/18 07:20:00 AM,958.750,22.848,97.900,0.00,0.00,55.6,26.7
2563,03/28/18 07:25:00 AM,958.750,23.040,97.300,0.00,0.00,49.4,26.7
2564,03/28/18 07:30:00 AM,958.850,23.208,97.100,0.00,0.00,48.1,26.7
2565,03/28/18 07:35:00 AM,958.850,23.328,97.100,0.00,0.00,49.4,26.7
2566,03/28/18 07:40:00 AM,958.850,23.424,95.700,0.00,0.00,55.6,25.3
2567,03/28/18 07:45:00 AM,958.950,23.521,95.600,0.00,0.00,65.6,25.3
2568,03/28/18 07:50:00 AM,958.950,23.569,95.500,0.00,0.00,44.4,25.3
2569,03/28/18 07:55:00 AM,958.850,23.569,95.500,0.00,0.00,138.1,26.7
